date,time,open,high,low,close,feature1,feature2,feature3
20231129,18:15:00,2022.5,2025.7,2017.9,2021.7,1,1,1
20231129,18:30:00,2021.7,2024.3,2017.6,2023.1,1,1,1
20231129,18:45:00,2023.1,2027.1,2022.2,2023.3,1,1,1
20231129,19:00:00,2023.3,2023.3,2019,2021.9,1,1,1
20231129,19:15:00,2021.9,2022.3,2018.2,2022.3,1,1,1
20231129,19:30:00,2022.4,2028.5,2022.4,2028.3,1,1,1
20231129,19:45:00,2028.4,2034.7,2028.4,2030.7,1,1,1
20231129,20:00:00,2030.8,2031.9,2027.6,2027.6,1,1,1
20231129,20:15:00,2027.6,2031.8,2026.1,2031.8,1,1,1
20231129,20:30:00,2031.8,2035,2029,2032.4,1,1,1
20231129,20:45:00,2032.5,2035.6,2031.1,2035.1,1,1,1
20231129,21:00:00,2035.1,2039.9,2033.6,2037.4,1,1,1
20231129,21:15:00,2037.5,2039.1,2032.7,2033.5,1,1,1
20231129,21:30:00,2033.5,2033.9,2030.7,2033.1,1,1,1
20231129,21:45:00,2033.2,2036.8,2032.7,2036.8,1,1,1
20231129,22:00:00,2036.3,2037.7,2032.3,2032.3,1,1,1
20231129,22:15:00,2032.5,2032.7,2027,2028.5,1,1,1
20231129,22:30:00,2028.5,2028.5,2017.2,2022.4,1,1,1
20231129,22:45:00,2022.5,2024,2019.8,2022.8,1,1,1
20231129,23:00:00,2023.1,2027.7,2020.4,2025.6,1,1,1
20231129,23:15:00,2025.7,2027.2,2023.9,2026.1,1,1,1
20231129,23:30:00,2026.2,2026.7,2022.3,2023,1,1,1
20231129,23:45:00,2023.1,2026.1,2022.7,2026.1,1,1,1
20231130,00:00:00,2026.5,2029.3,2026.4,2029.3,1,1,1
20231130,00:15:00,2029.4,2029.6,2025.8,2028.1,1,1,1
20231130,00:30:00,2028.1,2029.2,2026.8,2029.2,1,1,1
20231130,00:45:00,2029.2,2029.2,2026.4,2026.4,1,1,1
20231130,01:00:00,2026.4,2027.7,2022.8,2027,1,1,1
20231130,01:15:00,2027.1,2027.3,2022.8,2026.3,1,1,1
20231130,01:30:00,2026.3,2028,2026,2028,1,1,1
20231130,01:45:00,2028.1,2028.3,2023.8,2026.2,1,1,1
20231130,02:00:00,2026.2,2027.1,2024,2025,1,1,1
20231130,02:15:00,2024.6,2030.9,2022.4,2025.5,1,1,1
20231130,02:30:00,2025.8,2029.5,2024.4,2025.9,1,1,1
20231130,02:45:00,2025.9,2028.6,2024.4,2024.4,1,1,1
20231130,03:00:00,2024.4,2024.4,2020.1,2021.4,1,1,1
20231130,03:15:00,2021.4,2026.5,2020.5,2024.6,1,1,1
20231130,03:30:00,2024.7,2027.7,2024.3,2026,1,1,1
20231130,03:45:00,2026.1,2027.4,2022.6,2022.6,1,1,1
20231130,04:00:00,2022.6,2025.3,2021.5,2024.9,1,1,1
20231130,04:15:00,2024.9,2029.9,2022,2029.7,1,1,1
20231130,04:30:00,2029.8,2033.3,2027.7,2032.7,1,1,1
20231130,04:45:00,2032.7,2034.1,2032.1,2033.1,1,1,1
20231130,05:00:00,2033.2,2034,2029.3,2029.8,1,1,1
20231130,05:15:00,2029.8,2030.5,2027.2,2028.1,1,1,1
20231130,05:30:00,2028.1,2035.1,2026.8,2034.2,1,1,1
20231130,05:45:00,2034.3,2038,2033.9,2037.9,1,1,1
20231130,06:00:00,2037.9,2041.3,2036.3,2040.6,1,1,1
20231130,06:15:00,2040.7,2040.9,2034.6,2037.3,1,1,1
20231130,06:30:00,2037.3,2038.5,2033.1,2037.8,1,1,1
20231130,06:45:00,2037.9,2038.8,2032.9,2034,1,1,1
20231130,07:00:00,2034,2036.1,2032.2,2033.7,1,1,1
20231130,07:15:00,2033.8,2034,2030.5,2032.7,1,1,1
20231130,07:30:00,2032.8,2034.5,2031.9,2032.3,1,1,1
20231130,07:45:00,2032.5,2033.3,2029.8,2031.5,1,1,1
20231130,08:00:00,2031.6,2034.2,2029.8,2034.1,1,1,1
20231130,08:15:00,2034.2,2036.3,2033.2,2035.6,1,1,1
20231130,08:30:00,2035.6,2036.3,2030.4,2030.6,1,1,1
20231130,08:45:00,2030.6,2032.9,2029,2032.1,1,1,1
20231130,09:00:00,2032.2,2035.8,2031.8,2035.2,1,1,1
20231130,09:15:00,2035.3,2036.7,2031.9,2033.6,1,1,1
20231130,09:30:00,2033.6,2033.9,2030.6,2030.6,1,1,1
20231130,09:45:00,2030.7,2033.1,2030.7,2033.1,1,1,1
20231130,10:00:00,2033.2,2034.3,2028.3,2028.4,1,1,1
20231130,10:15:00,2028.4,2029.4,2024.2,2024.8,1,1,1
20231130,10:30:00,2024.8,2026.3,2019.2,2022.8,1,1,1
20231130,10:45:00,2022.8,2025.6,2020.5,2023.6,1,1,1
20231130,11:00:00,2023.6,2025.5,2019.7,2023.8,1,1,1
20231130,11:15:00,2023.9,2025.9,2023,2023.4,1,1,1
20231130,11:30:00,2023.5,2028.1,2022.5,2028,1,1,1
20231130,11:45:00,2028.1,2029.8,2025.2,2026.2,1,1,1
20231130,12:00:00,2026.4,2027,2025.2,2026.9,1,1,1
20231130,12:15:00,2027.1,2030.2,2027.1,2030.2,1,1,1
20231130,12:30:00,2030.3,2030.7,2028.4,2030.6,1,1,1
20231130,12:45:00,2030.7,2030.9,2027.3,2027.6,1,1,1
20231130,13:00:00,2027.6,2029.5,2025.8,2028.8,1,1,1
20231130,13:15:00,2028.8,2031.8,2028.6,2031.3,1,1,1
20231130,13:30:00,2031.4,2035.8,2031.4,2035.2,1,1,1
20231130,13:45:00,2035.3,2044.2,2034.9,2042.5,1,1,1
20231130,14:00:00,2042.6,2049.6,2042.4,2046.7,1,1,1
20231130,14:15:00,2046.8,2048,2043.3,2044,1,1,1
20231130,14:30:00,2044.1,2045.4,2041,2043.2,1,1,1
20231130,14:45:00,2043.2,2045.1,2042.2,2043,1,1,1
20231130,15:00:00,2043,2043,2037.5,2037.8,1,1,1
20231130,15:15:00,2037.8,2045.6,2036.1,2044.7,1,1,1
20231130,15:30:00,2044.7,2045.4,2041.1,2043.6,1,1,1
20231130,15:45:00,2043.7,2046.2,2029.1,2032.9,1,1,1
20231130,16:00:00,2032.9,2033.3,2023.8,2029.9,1,1,1
20231130,16:15:00,2030,2032.3,2027.3,2031.2,1,1,1
20231130,16:30:00,2031.3,2033.5,2023.7,2024.9,1,1,1
20231130,16:45:00,2024.4,2029.8,2022.4,2027.1,1,1,1
20231130,17:00:00,2027.1,2032.2,2026.1,2032.2,1,1,1
20231130,17:15:00,2032.2,2036.3,2029,2029.5,1,1,1
20231130,17:30:00,2030,2036.6,2026.6,2028.2,1,1,1
20231130,17:45:00,2028.2,2030.4,2023.5,2030.4,1,1,1
20231130,18:00:00,2030.4,2033.1,2025.9,2033.1,1,1,1
20231130,18:15:00,2033.1,2033.1,2027.7,2031.4,1,1,1
20231130,18:30:00,2031.4,2035.8,2029.8,2035.6,1,1,1
20231130,18:45:00,2035.6,2036.7,2032.2,2032.9,1,1,1
20231130,19:00:00,2032.9,2034.9,2031.9,2032.7,1,1,1
20231130,19:15:00,2032.7,2034.6,2031.7,2034.6,1,1,1
20231130,19:30:00,2034.7,2036.6,2033.1,2036.3,1,1,1
20231130,19:45:00,2036.3,2038.3,2035.5,2037.3,1,1,1
20231130,20:00:00,2037.3,2038.6,2035.3,2037.6,1,1,1
20231130,20:15:00,2037.6,2041.5,2037.1,2041.5,1,1,1
20231130,20:30:00,2041.5,2041.5,2038.5,2039.5,1,1,1
20231130,20:45:00,2039.5,2039.5,2035.2,2036.6,1,1,1
20231130,21:00:00,2036.8,2037.3,2034.2,2035.4,1,1,1
20231130,21:15:00,2035.5,2040.1,2035.5,2040.1,1,1,1
20231130,21:30:00,2040.1,2041.5,2039,2040.8,1,1,1
20231130,21:45:00,2040.8,2041.8,2038.4,2039.3,1,1,1
20231130,22:00:00,2039.3,2040.2,2037.8,2039.3,1,1,1
20231130,22:15:00,2039.4,2040.4,2037.4,2038.8,1,1,1
20231130,22:30:00,2038.9,2043.6,2038.9,2042.3,1,1,1
20231130,22:45:00,2042.3,2043.1,2040.4,2041.6,1,1,1
20231130,23:00:00,2041.6,2042.2,2038.1,2040.5,1,1,1
20231130,23:15:00,2040.5,2042.7,2039.5,2042.7,1,1,1
20231130,23:30:00,2042.8,2044.1,2041.2,2044.1,1,1,1
20231130,23:45:00,2044.3,2046.2,2043.1,2043.4,1,1,1
20231201,00:00:00,2043.4,2047.1,2041.1,2044.6,1,1,1
20231201,00:15:00,2044.7,2046,2043,2045.2,1,1,1
20231201,00:30:00,2045.2,2045.2,2042.1,2042.4,1,1,1
20231201,00:45:00,2042.4,2042.7,2041,2041.2,1,1,1
20231201,01:00:00,2041.3,2043.4,2038.4,2041.3,1,1,1
20231201,01:15:00,2041.4,2045.5,2041,2045.5,1,1,1
20231201,01:30:00,2045.6,2049.3,2045.6,2048.5,1,1,1
20231201,01:45:00,2048.5,2052.2,2048.5,2049.7,1,1,1
20231201,02:00:00,2049.8,2051.1,2045.9,2046.3,1,1,1
20231201,02:15:00,2046.3,2046.4,2043.7,2044.8,1,1,1
20231201,02:30:00,2044.9,2047.4,2043.2,2046.3,1,1,1
20231201,02:45:00,2046.3,2047.9,2043.6,2047.4,1,1,1
20231201,03:00:00,2047.4,2050.5,2045.7,2050.5,1,1,1
20231201,03:15:00,2050.6,2071.7,2050.6,2071,1,1,1
20231201,03:30:00,2071.2,2084,2070.5,2081.1,1,1,1
20231201,03:45:00,2081.3,2088,2078,2086.5,1,1,1
20231201,04:00:00,2086.6,2087.6,2081.4,2084.2,1,1,1
20231201,04:15:00,2084.3,2086.8,2080.9,2083,1,1,1
20231201,04:30:00,2083,2088.3,2083,2088.3,1,1,1
20231201,04:45:00,2088.3,2091.2,2083.3,2083.8,1,1,1
20231201,05:00:00,2083.9,2087.2,2081.4,2085.6,1,1,1
20231201,05:15:00,2085.6,2090.3,2085.1,2087.4,1,1,1
20231201,05:30:00,2087.5,2090.8,2085.8,2088.9,1,1,1
20231201,05:45:00,2088.9,2090.1,2086,2090,1,1,1
20231201,06:00:00,2090.1,2093.8,2087.9,2093.7,1,1,1
20231201,06:15:00,2093.9,2097.3,2090.3,2096.4,1,1,1
20231201,06:30:00,2096.7,2097.4,2092.7,2093.8,1,1,1
20231201,06:45:00,2093.8,2093.8,2091.5,2093.1,1,1,1
20231201,07:00:00,2093.2,2095.1,2089.4,2089.4,1,1,1
20231201,07:15:00,2089.6,2093.7,2089.3,2092.9,1,1,1
20231201,07:30:00,2093,2093.5,2089.4,2092.4,1,1,1
20231201,07:45:00,2092.4,2092.4,2088.6,2089.3,1,1,1
20231201,08:00:00,2089.4,2089.9,2085.2,2088.3,1,1,1
20231201,08:15:00,2088.4,2090,2087.8,2088.6,1,1,1
20231201,08:30:00,2088.9,2090.7,2088,2089.4,1,1,1
20231201,08:45:00,2089.5,2091.1,2087.9,2090.2,1,1,1
20231201,09:00:00,2090.3,2104,2089.6,2100.6,1,1,1
20231201,09:15:00,2100.7,2101.6,2098.3,2098.6,1,1,1
20231201,09:30:00,2098.7,2098.9,2090.3,2091.3,1,1,1
20231201,09:45:00,2091.3,2092.5,2087.6,2090.7,1,1,1
20231201,10:00:00,2090.8,2095.9,2090.7,2094.1,1,1,1
20231201,10:15:00,2094.2,2096.4,2090.5,2090.5,1,1,1
20231201,10:30:00,2090.5,2092.4,2089.5,2092.4,1,1,1
20231201,10:45:00,2092.4,2094.7,2091.3,2091.8,1,1,1
20231201,11:00:00,2091.9,2099.5,2091.9,2096.8,1,1,1
20231201,11:15:00,2096.9,2108.1,2095.3,2097,1,1,1
20231201,11:30:00,2097.1,2098.9,2092.3,2095.5,1,1,1
20231201,11:45:00,2095.7,2103,2095.4,2102.5,1,1,1
20231201,12:00:00,2102.5,2103.5,2095.9,2096.2,1,1,1
20231201,12:15:00,2096.3,2097,2094,2097,1,1,1
20231201,12:30:00,2097,2097.3,2090.8,2093.1,1,1,1
20231201,12:45:00,2093.1,2093.3,2087.5,2087.5,1,1,1
20231201,13:00:00,2087.6,2089.4,2085.1,2086,1,1,1
20231201,13:15:00,2086,2090.1,2084.8,2090,1,1,1
20231201,13:30:00,2090.1,2092.5,2089.2,2089.2,1,1,1
20231201,13:45:00,2089.3,2092.2,2089,2090.5,1,1,1
20231201,14:00:00,2090.7,2092.4,2088.5,2088.5,1,1,1
20231201,14:15:00,2088.6,2089.3,2084.8,2088.7,1,1,1
20231201,14:30:00,2088.7,2090.8,2085,2085.6,1,1,1
20231201,14:45:00,2085.7,2087.9,2081.9,2084.9,1,1,1
20231201,15:00:00,2085,2087,2084.1,2084.1,1,1,1
20231201,15:15:00,2084.2,2088.5,2084.2,2087.5,1,1,1
20231201,15:30:00,2087.6,2088.1,2082.7,2085.1,1,1,1
20231201,15:45:00,2085.2,2085.5,2074.9,2078.4,1,1,1
20231201,16:00:00,2078.4,2080.3,2072.6,2073.8,1,1,1
20231201,16:15:00,2074,2080.2,2072.6,2080,1,1,1
20231201,16:30:00,2080,2080.9,2075.1,2078,1,1,1
20231201,16:45:00,2078.2,2080.6,2072.7,2076.5,1,1,1
20231201,17:00:00,2077.1,2080.4,2075,2075,1,1,1
20231201,17:15:00,2075.1,2077.6,2068.5,2071.2,1,1,1
20231201,17:30:00,2071.2,2076.3,2070.9,2075.9,1,1,1
20231201,17:45:00,2076,2079.3,2075.9,2077.7,1,1,1
20231201,18:00:00,2077.7,2081.6,2075.9,2081.6,1,1,1
20231201,18:15:00,2081.6,2098.3,2079.8,2097.8,1,1,1
20231201,18:30:00,2097.8,2106.2,2092.6,2097.9,1,1,1
20231201,18:45:00,2097.6,2107.3,2093.1,2102.8,1,1,1
20231201,19:00:00,2102.8,2105.5,2093.7,2094.4,1,1,1
20231201,19:15:00,2094.4,2096.7,2092.3,2094,1,1,1
20231201,19:30:00,2094,2094,2086.8,2088,1,1,1
20231201,19:45:00,2088,2092.6,2087.3,2092.4,1,1,1
20231201,20:00:00,2092.4,2094.2,2089.8,2090.7,1,1,1
20231201,20:15:00,2090.7,2096.4,2087.4,2088.9,1,1,1
20231201,20:30:00,2088.9,2091,2085.6,2088.9,1,1,1
20231201,20:45:00,2089,2091.7,2088.1,2088.8,1,1,1
20231201,21:00:00,2088.9,2089.5,2085.9,2088.7,1,1,1
20231201,21:15:00,2088.7,2089.6,2080.6,2081.2,1,1,1
20231201,21:30:00,2081.2,2085,2078.8,2084.2,1,1,1
20231201,21:45:00,2084.3,2089.1,2084.3,2088,1,1,1
20231201,22:00:00,2088.1,2089.3,2086.1,2087.1,1,1,1
20231201,22:15:00,2087.5,2089.2,2087.3,2088.1,1,1,1
20231201,22:30:00,2088.2,2093.8,2088.1,2091.4,1,1,1
20231201,22:45:00,2091.4,2091.4,2088.1,2088.7,1,1,1
20231201,23:00:00,2088.8,2091,2088.8,2090.6,1,1,1
20231201,23:15:00,2090.6,2090.8,2088.5,2089.1,1,1,1
20231201,23:30:00,2089.1,2091.9,2088.5,2090.9,1,1,1
20231201,23:45:00,2091,2093.3,2086.9,2088.6,1,1,1
20231202,00:00:00,2088.6,2088.8,2085.8,2088,1,1,1
20231202,00:15:00,2088.1,2089.4,2087.6,2088.1,1,1,1
20231202,00:30:00,2088.1,2088.1,2082.3,2083.3,1,1,1
20231202,00:45:00,2083.3,2083.3,2079.4,2082.5,1,1,1
20231202,01:00:00,2082.5,2083,2079.8,2082.8,1,1,1
20231202,01:15:00,2082.8,2083,2081,2082.2,1,1,1
20231202,01:30:00,2082.2,2082.4,2080.2,2081.6,1,1,1
20231202,01:45:00,2081.6,2084.4,2080.2,2084.3,1,1,1
20231203,02:00:00,2162.3,2163.2,2160.2,2161.3,1,1,1
20231203,02:15:00,2161.2,2162.9,2160.3,2160.7,1,1,1
20231203,02:30:00,2160.8,2160.8,2155.2,2157.6,1,1,1
20231203,02:45:00,2157.7,2165.1,2157.3,2163.6,1,1,1
20231203,03:00:00,2163.7,2167,2162.7,2166.8,1,1,1
20231203,03:15:00,2166.7,2169,2164.9,2164.9,1,1,1
20231203,03:30:00,2165,2167.5,2164.8,2167.1,1,1,1
20231203,03:45:00,2167.2,2167.2,2166.3,2167.1,1,1,1
20231203,04:00:00,2167,2174.1,2167,2173.2,1,1,1
20231203,04:15:00,2173.2,2174.8,2165.6,2165.7,1,1,1
20231203,04:30:00,2165.9,2169.3,2165.4,2168.7,1,1,1
20231203,04:45:00,2168.9,2169,2162.1,2163,1,1,1
20231203,05:00:00,2162.5,2163.5,2155.4,2156,1,1,1
20231203,05:15:00,2155.8,2158.3,2155.6,2156.4,1,1,1
20231203,05:30:00,2156.3,2156.9,2153.3,2155.4,1,1,1
20231203,05:45:00,2155.3,2159.1,2153.7,2159,1,1,1
20231203,06:00:00,2159.1,2160.3,2155.8,2159.3,1,1,1
20231203,06:15:00,2159.2,2159.4,2155.8,2157,1,1,1
20231203,06:30:00,2157.2,2157.4,2153.8,2154,1,1,1
20231203,06:45:00,2153.9,2155.5,2152.5,2154,1,1,1
20231203,07:00:00,2154,2155.9,2152,2155.7,1,1,1
20231203,07:15:00,2155.6,2158.7,2155.2,2158.1,1,1,1
20231203,07:30:00,2157.6,2159.2,2157.6,2158.7,1,1,1
20231203,07:45:00,2158.7,2158.7,2156.6,2157.7,1,1,1
20231203,08:00:00,2157.8,2158.1,2155.6,2156.9,1,1,1
20231203,08:15:00,2157,2157.4,2155.6,2156.4,1,1,1
20231203,08:30:00,2156.3,2156.3,2151.9,2151.9,1,1,1
20231203,08:45:00,2152.1,2155.5,2151.4,2154.7,1,1,1
20231203,09:00:00,2154.6,2155.4,2152.9,2153.8,1,1,1
20231203,09:15:00,2153.6,2156.1,2152.7,2155.8,1,1,1
20231203,09:30:00,2155.9,2160.9,2155.9,2160.2,1,1,1
20231203,09:45:00,2160.1,2162.5,2159.3,2162.1,1,1,1
20231203,10:00:00,2162.3,2162.6,2159.2,2160.1,1,1,1
20231203,10:15:00,2160.2,2162,2159.5,2161.9,1,1,1
20231203,10:30:00,2162,2162.3,2159.4,2161,1,1,1
20231203,10:45:00,2160.9,2161,2157.6,2157.9,1,1,1
20231203,11:00:00,2158,2161.9,2157.8,2161.4,1,1,1
20231203,11:15:00,2161.3,2162.3,2160.2,2160.5,1,1,1
20231203,11:30:00,2160.4,2163.1,2158.7,2162,1,1,1
20231203,11:45:00,2161.9,2164.4,2160.4,2163.8,1,1,1
20231203,12:00:00,2162.4,2164,2160.7,2161.6,1,1,1
20231203,12:15:00,2161.7,2163.4,2159.2,2162.8,1,1,1
20231203,12:30:00,2162.9,2164.7,2162.2,2164.2,1,1,1
20231203,12:45:00,2163.4,2165.4,2162.9,2164,1,1,1
20231203,13:00:00,2163.4,2164.3,2160.9,2161,1,1,1
20231203,13:15:00,2161.5,2162.1,2155,2155.7,1,1,1
20231203,13:30:00,2155.9,2158.7,2155.9,2157.3,1,1,1
20231203,13:45:00,2157.7,2158,2155,2156.8,1,1,1
20231203,14:00:00,2156.8,2156.8,2151.5,2155,1,1,1
20231203,14:15:00,2155.1,2156.1,2154.2,2155.3,1,1,1
20231203,14:30:00,2155,2155.7,2154.5,2154.9,1,1,1
20231203,14:45:00,2155,2155.2,2148.1,2150.1,1,1,1
20231203,15:00:00,2150.1,2160.4,2148.6,2158.7,1,1,1
20231203,15:15:00,2158.7,2160.3,2156.8,2160,1,1,1
20231203,15:30:00,2160.1,2161.1,2156.9,2157.4,1,1,1
20231203,15:45:00,2157.5,2162.3,2155.2,2159.6,1,1,1
20231203,16:00:00,2159.6,2160.1,2150.9,2154.7,1,1,1
20231203,16:15:00,2154.7,2155.8,2150.4,2154.3,1,1,1
20231203,16:30:00,2154.5,2159.6,2153.2,2154.8,1,1,1
20231203,16:45:00,2154.8,2155.7,2149.2,2149.2,1,1,1
20231203,17:00:00,2149.3,2152.9,2149.2,2151.4,1,1,1
20231203,17:15:00,2151.4,2153.1,2148.8,2152.7,1,1,1
20231203,17:30:00,2152.8,2158.2,2152.7,2157.2,1,1,1
20231203,17:45:00,2157.2,2160.1,2156.7,2157.9,1,1,1
20231203,18:00:00,2157.9,2158.5,2153.8,2154.6,1,1,1
20231203,18:15:00,2154.6,2159.4,2154.1,2159.4,1,1,1
20231203,18:30:00,2159.4,2159.8,2157.3,2159.4,1,1,1
20231203,18:45:00,2159.4,2164.8,2157.2,2157.3,1,1,1
20231203,19:00:00,2157.3,2157.6,2153,2153.7,1,1,1
20231203,19:15:00,2153.7,2153.7,2149.3,2149.3,1,1,1
20231203,19:30:00,2149.3,2152.9,2149,2149.5,1,1,1
20231203,19:45:00,2149.5,2152.5,2149.2,2151.2,1,1,1
20231203,20:00:00,2151.2,2156.3,2150.9,2156.3,1,1,1
20231203,20:15:00,2156.5,2158,2155.7,2157.8,1,1,1
20231203,20:30:00,2157.8,2159.6,2156.8,2159.6,1,1,1
20231203,20:45:00,2159.6,2160.7,2158.5,2159.1,1,1,1
20231203,21:00:00,2159.2,2160.6,2159.1,2160.6,1,1,1
20231203,21:15:00,2160.6,2162.7,2156.7,2162.7,1,1,1
20231203,21:30:00,2162.7,2166.1,2162.1,2165.2,1,1,1
20231203,21:45:00,2165.2,2165.2,2162.6,2164.8,1,1,1
20231203,22:00:00,2165.1,2170.3,2165.1,2165.8,1,1,1
20231203,22:15:00,2165.9,2166.1,2164.7,2165.1,1,1,1
20231203,22:30:00,2165.1,2166.8,2163.3,2163.7,1,1,1
20231203,22:45:00,2163.8,2166.7,2163.8,2165.4,1,1,1
20231203,23:00:00,2165.5,2168.5,2165.5,2167.6,1,1,1
20231203,23:15:00,2167.7,2171.1,2166.8,2170.4,1,1,1
20231203,23:30:00,2170.5,2172.6,2170.4,2172.6,1,1,1
20231203,23:45:00,2172.7,2182.1,2172.7,2181,1,1,1
20231204,00:00:00,2181,2195,2179.2,2193.1,1,1,1
20231204,00:15:00,2193.1,2211.6,2186.8,2198.7,1,1,1
20231204,00:30:00,2198.8,2213.5,2194.5,2195,1,1,1
20231204,00:45:00,2195.1,2204.3,2195,2202.9,1,1,1
20231204,01:00:00,2203,2205.7,2198.2,2201.2,1,1,1
20231204,01:15:00,2201.4,2201.6,2182.5,2184.6,1,1,1
20231204,01:30:00,2184.6,2190.3,2180.2,2189.5,1,1,1
20231204,01:45:00,2189.6,2192.4,2188.4,2190.8,1,1,1
20231204,02:00:00,2190.9,2195.4,2189.7,2194.6,1,1,1
20231204,02:15:00,2194.7,2197.5,2192.7,2195.3,1,1,1
20231204,02:30:00,2195.4,2204.9,2195.4,2199.9,1,1,1
20231204,02:45:00,2199.9,2208.5,2198.5,2207.7,1,1,1
20231204,03:00:00,2208.1,2208.9,2204,2208,1,1,1
20231204,03:15:00,2208.1,2222.3,2206.6,2215.5,1,1,1
20231204,03:30:00,2215.4,2222.1,2209.9,2219.2,1,1,1
20231204,03:45:00,2219.5,2226.2,2211.3,2211.9,1,1,1
20231204,04:00:00,2211.9,2212.6,2207.3,2208.9,1,1,1
20231204,04:15:00,2208.9,2209,2202.8,2208.1,1,1,1
20231204,04:30:00,2208.1,2209.9,2205.9,2208.2,1,1,1
20231204,04:45:00,2208.3,2211.4,2208.3,2210.1,1,1,1
20231204,05:00:00,2210.2,2213.9,2209.4,2213.7,1,1,1
20231204,05:15:00,2213.7,2216.8,2210.9,2216.2,1,1,1
20231204,05:30:00,2216.3,2216.5,2209.6,2211.6,1,1,1
20231204,05:45:00,2211.1,2211.4,2208.7,2208.7,1,1,1
